V4_0,Time_codelist,Time,Geography_codelist,Geography,cpi1dim1aggid,Aggregate
57,Month,May-96,K02000001,,cpi1dim1S120700,12.7.0 Other Services Not Elsewhere covered
93.1,Month,May-96,K02000001,,cpi1dim1T10000,01 Food and non-alcoholic beverages
73.5,Month,May-96,K02000001,,cpi1dim1T20000,02 Alcoholic beverages and tobacco
164.3,Month,May-96,K02000001,,cpi1dim1T30000,03 Clothing and footwear
79.7,Month,May-96,K02000001,,cpi1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
103,Month,May-96,K02000001,,cpi1dim1T50000,"05 Furniture, household equipment and maintenance"
76.9,Month,May-96,K02000001,,cpi1dim1T60000,06 Health
79.1,Month,May-96,K02000001,,cpi1dim1T70000,07 Transport
123.1,Month,May-96,K02000001,,cpi1dim1T80000,08 Communication
98,Month,May-96,K02000001,,cpi1dim1T90000,09 Recreation and culture
60.2,Month,May-96,K02000001,,cpi1dim1T100000,10 Education
73.3,Month,May-96,K02000001,,cpi1dim1T110000,11 Restaurants and hotels
76.7,Month,May-96,K02000001,,cpi1dim1T120000,12 Miscellaneous goods and services
88.4,Month,Jun-96,K02000001,,cpi1dim1A0,CPI (overall index)
92.5,Month,Jun-96,K02000001,,cpi1dim1G10100,01.1 Food
96.5,Month,Jun-96,K02000001,,cpi1dim1G10200,01.2 Non-alcoholic beverages
98.2,Month,Jun-96,K02000001,,cpi1dim1G20100,02.1 Alcoholic beverages
58.4,Month,Jun-96,K02000001,,cpi1dim1G20200,02.2 Tobacco
167.7,Month,Jun-96,K02000001,,cpi1dim1G30100,03.1 Clothing
143.2,Month,Jun-96,K02000001,,cpi1dim1G30200,03.2 Footwear including repairs
78.1,Month,Jun-96,K02000001,,cpi1dim1G40100,04.1 Actual rentals for housing
74.7,Month,Jun-96,K02000001,,cpi1dim1G40300,04.3 Regular maintenance and repair of the dwelling
75.4,Month,Jun-96,K02000001,,cpi1dim1G40400,04.4 Water supply and misc. services for the dwelling
85.2,Month,Jun-96,K02000001,,cpi1dim1G40500,"04.5 Electricity , gas and other fuels"
97.6,Month,Jun-96,K02000001,,cpi1dim1G50100,"05.1 Furniture, furnishings and carpets"
122.7,Month,Jun-96,K02000001,,cpi1dim1G50200,05.2 Household textiles
123.7,Month,Jun-96,K02000001,,cpi1dim1G50300,"05.3 Household appliances, fitting and repairs"
117.3,Month,Jun-96,K02000001,,cpi1dim1G50400,"05.4 Glassware, tableware and household utensils"
119.6,Month,Jun-96,K02000001,,cpi1dim1G50500,05.5 Tools and equipment for house and garden
83.5,Month,Jun-96,K02000001,,cpi1dim1G50600,05.6 Goods and services for routine maintenance
88.4,Month,Jun-96,K02000001,,cpi1dim1G60100,"06.1 Medical products, appliances and equipment"
114.6,Month,Jun-96,K02000001,,cpi1dim1G70100,07.1 Purchase of vehicles
63.7,Month,Jun-96,K02000001,,cpi1dim1G70200,07.2 Operation of personal transport equipment
69.7,Month,Jun-96,K02000001,,cpi1dim1G70300,07.3 Transport services
82.2,Month,Jun-96,K02000001,,cpi1dim1G80100,08.1 Postal services
127.5,Month,Jun-96,K02000001,,cpi1dim1G80200,08.2/3 Telephone and telefax equip
248.5,Month,Jun-96,K02000001,,cpi1dim1G90100,09.1 Audio-visual equipment and related products
114.7,Month,Jun-96,K02000001,,cpi1dim1G90300,"09.3 Other recreational items, gardens and pets"
74.8,Month,Jun-96,K02000001,,cpi1dim1G90400,09.4 Recreational and cultural services
81.3,Month,Jun-96,K02000001,,cpi1dim1G90500,"09.5 Books, newspapers and stationery"
65.6,Month,Jun-96,K02000001,,cpi1dim1G90600,09.6 Package holidays
60.3,Month,Jun-96,K02000001,,cpi1dim1G100000,10.0 Education
74.9,Month,Jun-96,K02000001,,cpi1dim1G110100,11.1 Catering services
66.9,Month,Jun-96,K02000001,,cpi1dim1G110200,11.2 Accommodation services
89.6,Month,Jun-96,K02000001,,cpi1dim1G120100,12.1 Personal care
103.2,Month,Jun-96,K02000001,,cpi1dim1G120300,12.3 Personal effects (nec)
59.9,Month,Jun-96,K02000001,,cpi1dim1G120500,12.5 Insurance
132.5,Month,Jun-96,K02000001,,cpi1dim1G120600,12.6 Financial services (nec)
57,Month,Jun-96,K02000001,,cpi1dim1G120700,12.7 Other services (nec)
95.4,Month,Jun-96,K02000001,,cpi1dim1S10101,01.1.1 Bread and cereals
97.6,Month,Jun-96,K02000001,,cpi1dim1S10102,01.1.2 Meat
80.4,Month,Jun-96,K02000001,,cpi1dim1S10103,01.1.3 Fish
92.5,Month,Jun-96,K02000001,,cpi1dim1S10104,"01.1.4 Milk, cheese and eggs"
101.9,Month,Jun-96,K02000001,,cpi1dim1S10105,01.1.5 Oils and fats
96.1,Month,Jun-96,K02000001,,cpi1dim1S10106,01.1.6 Fruit
94.1,Month,Jun-96,K02000001,,cpi1dim1S10107,01.1.7 Vegetables including potatoes and tubers
83.5,Month,Jun-96,K02000001,,cpi1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
95.7,Month,Jun-96,K02000001,,cpi1dim1S10109,01.1.9 Food products (nec)
103.3,Month,Jun-96,K02000001,,cpi1dim1S10201,"01.2.1 Coffee, tea and cocoa"
94.4,Month,Jun-96,K02000001,,cpi1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
98.2,Month,Jun-96,K02000001,,cpi1dim1S20101,02.1.1 Spirits
96.2,Month,Jun-96,K02000001,,cpi1dim1S20102,02.1.2 Wine
102,Month,Jun-96,K02000001,,cpi1dim1S20103,02.1.3 Beer
58.4,Month,Jun-96,K02000001,,cpi1dim1S20200,02.2.0 Tobacco
174.4,Month,Jun-96,K02000001,,cpi1dim1S30102,03.1.2 Garments
122.5,Month,Jun-96,K02000001,,cpi1dim1S30103,03.1.3 Other clothing and clothing accessories
73.1,Month,Jun-96,K02000001,,cpi1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
143.2,Month,Jun-96,K02000001,,cpi1dim1S30200,03.2.0 Footwear including repairs
78.1,Month,Jun-96,K02000001,,cpi1dim1S40100,04.1.0 Actual rentals for housing
98.5,Month,Jun-96,K02000001,,cpi1dim1S40301,04.3.1 Materials for maintenance and repair
57,Month,Jun-96,K02000001,,cpi1dim1S40302,04.3.2 Services for maintenance and repair
74.2,Month,Jun-96,K02000001,,cpi1dim1S40401,04.4.1 Water supply
77.1,Month,Jun-96,K02000001,,cpi1dim1S40403,04.4.3 Sewerage collection
97.4,Month,Jun-96,K02000001,,cpi1dim1S40501,04.5.1 Electricity
78.1,Month,Jun-96,K02000001,,cpi1dim1S40502,04.5.2 Gas
49.6,Month,Jun-96,K02000001,,cpi1dim1S40503,04.5.3 Liquid fuels
70.7,Month,Jun-96,K02000001,,cpi1dim1S40504,04.5.4 Solid fuels
98.8,Month,Jun-96,K02000001,,cpi1dim1S50101,05.1.1 Furniture and furnishings
93.3,Month,Jun-96,K02000001,,cpi1dim1S50102,05.1.2 Carpets and other floor coverings
122.7,Month,Jun-96,K02000001,,cpi1dim1S50200,05.2.0 Household Textiles
135.1,Month,Jun-96,K02000001,,cpi1dim1S50301,05.3.1/2 Major appliances and small electric goods
66.6,Month,Jun-96,K02000001,,cpi1dim1S50303,05.3.3 Repair of household appliances
117.3,Month,Jun-96,K02000001,,cpi1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
119.6,Month,Jun-96,K02000001,,cpi1dim1S50500,05.5.0 Tools and equipment for House and Garden
110.7,Month,Jun-96,K02000001,,cpi1dim1S50601,05.6.1 Non-durable household goods
62.2,Month,Jun-96,K02000001,,cpi1dim1S50602,05.6.2 Domestic services and household services
93.7,Month,Jun-96,K02000001,,cpi1dim1S60101,06.1.1 Pharmaceutical products
83.9,Month,Jun-96,K02000001,,cpi1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
114.6,Month,Jun-96,K02000001,,cpi1dim1S70102,07.1.2/3 Motorcycles and bicycles
100.6,Month,Jun-96,K02000001,,cpi1dim1S70181,07.1.1 New Cars
130.4,Month,Jun-96,K02000001,,cpi1dim1S70191,07.1.1b Second Hand Cars
90.5,Month,Jun-96,K02000001,,cpi1dim1S70201,07.2.1 Spare parts and accessories
62.7,Month,Jun-96,K02000001,,cpi1dim1S70202,07.2.2 Fuels and lubricants
60,Month,Jun-96,K02000001,,cpi1dim1S70203,07.2.3 Maintenance and repairs
67.4,Month,Jun-96,K02000001,,cpi1dim1S70204,07.2.4 Other services
76.2,Month,Jun-96,K02000001,,cpi1dim1S70301,07.3.1 Passenger transport by railway
67.5,Month,Jun-96,K02000001,,cpi1dim1S70302,07.3.2 Passenger transport by road
87.4,Month,Jun-96,K02000001,,cpi1dim1S70303,07.3.3 Passenger transport by air
80.6,Month,Jun-96,K02000001,,cpi1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
82.2,Month,Jun-96,K02000001,,cpi1dim1S80100,08.1.0 Postal Services
127.5,Month,Jun-96,K02000001,,cpi1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
267.7,Month,Jun-96,K02000001,,cpi1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
210.9,Month,Jun-96,K02000001,,cpi1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
1150.3,Month,Jun-96,K02000001,,cpi1dim1S90103,09.1.3 Data processing equipment
131.3,Month,Jun-96,K02000001,,cpi1dim1S90104,09.1.4 Recording media
65.7,Month,Jun-96,K02000001,,cpi1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
144.5,Month,Jun-96,K02000001,,cpi1dim1S90301,"09.3.1 Games, toys and hobbies"
130.2,Month,Jun-96,K02000001,,cpi1dim1S90302,09.3.2 Equipment for sport and open-air recreation
104.6,Month,Jun-96,K02000001,,cpi1dim1S90303,"09.3.3 Gardens, plants and flowers"
83.4,Month,Jun-96,K02000001,,cpi1dim1S90304,"09.3.4/5 Pets, related products and services"
70.1,Month,Jun-96,K02000001,,cpi1dim1S90401,09.4.1 Recreational and sporting services
78.2,Month,Jun-96,K02000001,,cpi1dim1S90402,09.4.2 Cultural services
81.1,Month,Jun-96,K02000001,,cpi1dim1S90501,09.5.1 Books
74.1,Month,Jun-96,K02000001,,cpi1dim1S90502,09.5.2 Newspapers and periodicals
92.7,Month,Jun-96,K02000001,,cpi1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
65.6,Month,Jun-96,K02000001,,cpi1dim1S90600,09.6.0 Package Holidays
60.3,Month,Jun-96,K02000001,,cpi1dim1S100000,10.0.0 Education
75.5,Month,Jun-96,K02000001,,cpi1dim1S110101,"11.1.1 Restaurants, cafes"
67.4,Month,Jun-96,K02000001,,cpi1dim1S110102,11.1.2 Canteens
66.9,Month,Jun-96,K02000001,,cpi1dim1S110200,11.2.0 Accommodation Services
63.5,Month,Jun-96,K02000001,,cpi1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
102.5,Month,Jun-96,K02000001,,cpi1dim1S120102,12.1.2/3 Appliances and products for personal care
96,Month,Jun-96,K02000001,,cpi1dim1S120301,"12.3.1 Jewellery, clocks and watches"
116.4,Month,Jun-96,K02000001,,cpi1dim1S120302,12.3.2 Other personal effects
75.2,Month,Jun-96,K02000001,,cpi1dim1S120502,12.5.2 House contents insurance
55.6,Month,Jun-96,K02000001,,cpi1dim1S120504,12.5.4 Transport insurance
132.5,Month,Jun-96,K02000001,,cpi1dim1S120602,12.6.2 Other financial services (nec)
57,Month,Jun-96,K02000001,,cpi1dim1S120700,12.7.0 Other Services Not Elsewhere covered
93,Month,Jun-96,K02000001,,cpi1dim1T10000,01 Food and non-alcoholic beverages
73.6,Month,Jun-96,K02000001,,cpi1dim1T20000,02 Alcoholic beverages and tobacco
164.2,Month,Jun-96,K02000001,,cpi1dim1T30000,03 Clothing and footwear
79.9,Month,Jun-96,K02000001,,cpi1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
103,Month,Jun-96,K02000001,,cpi1dim1T50000,"05 Furniture, household equipment and maintenance"
77.1,Month,Jun-96,K02000001,,cpi1dim1T60000,06 Health
79.1,Month,Jun-96,K02000001,,cpi1dim1T70000,07 Transport
123,Month,Jun-96,K02000001,,cpi1dim1T80000,08 Communication
98,Month,Jun-96,K02000001,,cpi1dim1T90000,09 Recreation and culture
60.3,Month,Jun-96,K02000001,,cpi1dim1T100000,10 Education
73.7,Month,Jun-96,K02000001,,cpi1dim1T110000,11 Restaurants and hotels
76.7,Month,Jun-96,K02000001,,cpi1dim1T120000,12 Miscellaneous goods and services
87.8,Month,Jul-96,K02000001,,cpi1dim1A0,CPI (overall index)
91.2,Month,Jul-96,K02000001,,cpi1dim1G10100,01.1 Food
96.4,Month,Jul-96,K02000001,,cpi1dim1G10200,01.2 Non-alcoholic beverages
98.7,Month,Jul-96,K02000001,,cpi1dim1G20100,02.1 Alcoholic beverages
58.3,Month,Jul-96,K02000001,,cpi1dim1G20200,02.2 Tobacco
158.6,Month,Jul-96,K02000001,,cpi1dim1G30100,03.1 Clothing
135.8,Month,Jul-96,K02000001,,cpi1dim1G30200,03.2 Footwear including repairs
78.2,Month,Jul-96,K02000001,,cpi1dim1G40100,04.1 Actual rentals for housing
75.6,Month,Jul-96,K02000001,,cpi1dim1G40300,04.3 Regular maintenance and repair of the dwelling
75.4,Month,Jul-96,K02000001,,cpi1dim1G40400,04.4 Water supply and misc. services for the dwelling
85.2,Month,Jul-96,K02000001,,cpi1dim1G40500,"04.5 Electricity , gas and other fuels"
95,Month,Jul-96,K02000001,,cpi1dim1G50100,"05.1 Furniture, furnishings and carpets"
118.5,Month,Jul-96,K02000001,,cpi1dim1G50200,05.2 Household textiles
121.6,Month,Jul-96,K02000001,,cpi1dim1G50300,"05.3 Household appliances, fitting and repairs"
115,Month,Jul-96,K02000001,,cpi1dim1G50400,"05.4 Glassware, tableware and household utensils"
119.1,Month,Jul-96,K02000001,,cpi1dim1G50500,05.5 Tools and equipment for house and garden
83.9,Month,Jul-96,K02000001,,cpi1dim1G50600,05.6 Goods and services for routine maintenance
88.5,Month,Jul-96,K02000001,,cpi1dim1G60100,"06.1 Medical products, appliances and equipment"
114.5,Month,Jul-96,K02000001,,cpi1dim1G70100,07.1 Purchase of vehicles
63.7,Month,Jul-96,K02000001,,cpi1dim1G70200,07.2 Operation of personal transport equipment
69.9,Month,Jul-96,K02000001,,cpi1dim1G70300,07.3 Transport services
84.3,Month,Jul-96,K02000001,,cpi1dim1G80100,08.1 Postal services
126.3,Month,Jul-96,K02000001,,cpi1dim1G80200,08.2/3 Telephone and telefax equip
245.3,Month,Jul-96,K02000001,,cpi1dim1G90100,09.1 Audio-visual equipment and related products
114.6,Month,Jul-96,K02000001,,cpi1dim1G90300,"09.3 Other recreational items, gardens and pets"
74.9,Month,Jul-96,K02000001,,cpi1dim1G90400,09.4 Recreational and cultural services
81.2,Month,Jul-96,K02000001,,cpi1dim1G90500,"09.5 Books, newspapers and stationery"
65.8,Month,Jul-96,K02000001,,cpi1dim1G90600,09.6 Package holidays
60.4,Month,Jul-96,K02000001,,cpi1dim1G100000,10.0 Education
75.3,Month,Jul-96,K02000001,,cpi1dim1G110100,11.1 Catering services
67.1,Month,Jul-96,K02000001,,cpi1dim1G110200,11.2 Accommodation services
90.1,Month,Jul-96,K02000001,,cpi1dim1G120100,12.1 Personal care
103.1,Month,Jul-96,K02000001,,cpi1dim1G120300,12.3 Personal effects (nec)
60.5,Month,Jul-96,K02000001,,cpi1dim1G120500,12.5 Insurance
132.5,Month,Jul-96,K02000001,,cpi1dim1G120600,12.6 Financial services (nec)
57,Month,Jul-96,K02000001,,cpi1dim1G120700,12.7 Other services (nec)
95.2,Month,Jul-96,K02000001,,cpi1dim1S10101,01.1.1 Bread and cereals
97.1,Month,Jul-96,K02000001,,cpi1dim1S10102,01.1.2 Meat
80.5,Month,Jul-96,K02000001,,cpi1dim1S10103,01.1.3 Fish
92.4,Month,Jul-96,K02000001,,cpi1dim1S10104,"01.1.4 Milk, cheese and eggs"
102.2,Month,Jul-96,K02000001,,cpi1dim1S10105,01.1.5 Oils and fats
87.6,Month,Jul-96,K02000001,,cpi1dim1S10106,01.1.6 Fruit
88.3,Month,Jul-96,K02000001,,cpi1dim1S10107,01.1.7 Vegetables including potatoes and tubers
84.3,Month,Jul-96,K02000001,,cpi1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
95.4,Month,Jul-96,K02000001,,cpi1dim1S10109,01.1.9 Food products (nec)
103.1,Month,Jul-96,K02000001,,cpi1dim1S10201,"01.2.1 Coffee, tea and cocoa"
94.4,Month,Jul-96,K02000001,,cpi1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
99.1,Month,Jul-96,K02000001,,cpi1dim1S20101,02.1.1 Spirits
96.4,Month,Jul-96,K02000001,,cpi1dim1S20102,02.1.2 Wine
102.8,Month,Jul-96,K02000001,,cpi1dim1S20103,02.1.3 Beer
58.3,Month,Jul-96,K02000001,,cpi1dim1S20200,02.2.0 Tobacco
164.3,Month,Jul-96,K02000001,,cpi1dim1S30102,03.1.2 Garments
120.4,Month,Jul-96,K02000001,,cpi1dim1S30103,03.1.3 Other clothing and clothing accessories
73.4,Month,Jul-96,K02000001,,cpi1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
135.8,Month,Jul-96,K02000001,,cpi1dim1S30200,03.2.0 Footwear including repairs
78.2,Month,Jul-96,K02000001,,cpi1dim1S40100,04.1.0 Actual rentals for housing
98.2,Month,Jul-96,K02000001,,cpi1dim1S40301,04.3.1 Materials for maintenance and repair
58.3,Month,Jul-96,K02000001,,cpi1dim1S40302,04.3.2 Services for maintenance and repair
74.2,Month,Jul-96,K02000001,,cpi1dim1S40401,04.4.1 Water supply
77.1,Month,Jul-96,K02000001,,cpi1dim1S40403,04.4.3 Sewerage collection
97.5,Month,Jul-96,K02000001,,cpi1dim1S40501,04.5.1 Electricity
78.1,Month,Jul-96,K02000001,,cpi1dim1S40502,04.5.2 Gas
50.4,Month,Jul-96,K02000001,,cpi1dim1S40503,04.5.3 Liquid fuels
70.9,Month,Jul-96,K02000001,,cpi1dim1S40504,04.5.4 Solid fuels
96.2,Month,Jul-96,K02000001,,cpi1dim1S50101,05.1.1 Furniture and furnishings
91.1,Month,Jul-96,K02000001,,cpi1dim1S50102,05.1.2 Carpets and other floor coverings
118.5,Month,Jul-96,K02000001,,cpi1dim1S50200,05.2.0 Household Textiles
132.5,Month,Jul-96,K02000001,,cpi1dim1S50301,05.3.1/2 Major appliances and small electric goods
66.6,Month,Jul-96,K02000001,,cpi1dim1S50303,05.3.3 Repair of household appliances
115,Month,Jul-96,K02000001,,cpi1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
119.1,Month,Jul-96,K02000001,,cpi1dim1S50500,05.5.0 Tools and equipment for House and Garden
111.5,Month,Jul-96,K02000001,,cpi1dim1S50601,05.6.1 Non-durable household goods
62.3,Month,Jul-96,K02000001,,cpi1dim1S50602,05.6.2 Domestic services and household services
93.9,Month,Jul-96,K02000001,,cpi1dim1S60101,06.1.1 Pharmaceutical products
83.9,Month,Jul-96,K02000001,,cpi1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
114.7,Month,Jul-96,K02000001,,cpi1dim1S70102,07.1.2/3 Motorcycles and bicycles
100.6,Month,Jul-96,K02000001,,cpi1dim1S70181,07.1.1 New Cars
130.3,Month,Jul-96,K02000001,,cpi1dim1S70191,07.1.1b Second Hand Cars
90.6,Month,Jul-96,K02000001,,cpi1dim1S70201,07.2.1 Spare parts and accessories
62.5,Month,Jul-96,K02000001,,cpi1dim1S70202,07.2.2 Fuels and lubricants
60.1,Month,Jul-96,K02000001,,cpi1dim1S70203,07.2.3 Maintenance and repairs
68,Month,Jul-96,K02000001,,cpi1dim1S70204,07.2.4 Other services
76.2,Month,Jul-96,K02000001,,cpi1dim1S70301,07.3.1 Passenger transport by railway
67.6,Month,Jul-96,K02000001,,cpi1dim1S70302,07.3.2 Passenger transport by road
87.4,Month,Jul-96,K02000001,,cpi1dim1S70303,07.3.3 Passenger transport by air
82.6,Month,Jul-96,K02000001,,cpi1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
84.3,Month,Jul-96,K02000001,,cpi1dim1S80100,08.1.0 Postal Services
126.3,Month,Jul-96,K02000001,,cpi1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
267.2,Month,Jul-96,K02000001,,cpi1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
210.9,Month,Jul-96,K02000001,,cpi1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
1089.1,Month,Jul-96,K02000001,,cpi1dim1S90103,09.1.3 Data processing equipment
130,Month,Jul-96,K02000001,,cpi1dim1S90104,09.1.4 Recording media
65.8,Month,Jul-96,K02000001,,cpi1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
143.9,Month,Jul-96,K02000001,,cpi1dim1S90301,"09.3.1 Games, toys and hobbies"
128.9,Month,Jul-96,K02000001,,cpi1dim1S90302,09.3.2 Equipment for sport and open-air recreation
104.2,Month,Jul-96,K02000001,,cpi1dim1S90303,"09.3.3 Gardens, plants and flowers"
83.8,Month,Jul-96,K02000001,,cpi1dim1S90304,"09.3.4/5 Pets, related products and services"
70.4,Month,Jul-96,K02000001,,cpi1dim1S90401,09.4.1 Recreational and sporting services
78.1,Month,Jul-96,K02000001,,cpi1dim1S90402,09.4.2 Cultural services
80.9,Month,Jul-96,K02000001,,cpi1dim1S90501,09.5.1 Books
74.2,Month,Jul-96,K02000001,,cpi1dim1S90502,09.5.2 Newspapers and periodicals
92.6,Month,Jul-96,K02000001,,cpi1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
65.8,Month,Jul-96,K02000001,,cpi1dim1S90600,09.6.0 Package Holidays
60.4,Month,Jul-96,K02000001,,cpi1dim1S100000,10.0.0 Education
75.9,Month,Jul-96,K02000001,,cpi1dim1S110101,"11.1.1 Restaurants, cafes"
67.6,Month,Jul-96,K02000001,,cpi1dim1S110102,11.1.2 Canteens
67.1,Month,Jul-96,K02000001,,cpi1dim1S110200,11.2.0 Accommodation Services
63.8,Month,Jul-96,K02000001,,cpi1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
103.1,Month,Jul-96,K02000001,,cpi1dim1S120102,12.1.2/3 Appliances and products for personal care
95.5,Month,Jul-96,K02000001,,cpi1dim1S120301,"12.3.1 Jewellery, clocks and watches"
116.7,Month,Jul-96,K02000001,,cpi1dim1S120302,12.3.2 Other personal effects
75.3,Month,Jul-96,K02000001,,cpi1dim1S120502,12.5.2 House contents insurance
56.3,Month,Jul-96,K02000001,,cpi1dim1S120504,12.5.4 Transport insurance
132.5,Month,Jul-96,K02000001,,cpi1dim1S120602,12.6.2 Other financial services (nec)
57,Month,Jul-96,K02000001,,cpi1dim1S120700,12.7.0 Other Services Not Elsewhere covered
91.7,Month,Jul-96,K02000001,,cpi1dim1T10000,01 Food and non-alcoholic beverages
73.7,Month,Jul-96,K02000001,,cpi1dim1T20000,02 Alcoholic beverages and tobacco
155.5,Month,Jul-96,K02000001,,cpi1dim1T30000,03 Clothing and footwear
80.1,Month,Jul-96,K02000001,,cpi1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
101.3,Month,Jul-96,K02000001,,cpi1dim1T50000,"05 Furniture, household equipment and maintenance"
77.2,Month,Jul-96,K02000001,,cpi1dim1T60000,06 Health
79.1,Month,Jul-96,K02000001,,cpi1dim1T70000,07 Transport
122.3,Month,Jul-96,K02000001,,cpi1dim1T80000,08 Communication
97.8,Month,Jul-96,K02000001,,cpi1dim1T90000,09 Recreation and culture
60.4,Month,Jul-96,K02000001,,cpi1dim1T100000,10 Education
74.1,Month,Jul-96,K02000001,,cpi1dim1T110000,11 Restaurants and hotels
76.9,Month,Jul-96,K02000001,,cpi1dim1T120000,12 Miscellaneous goods and services
88.3,Month,Aug-96,K02000001,,cpi1dim1A0,CPI (overall index)
92.4,Month,Aug-96,K02000001,,cpi1dim1G10100,01.1 Food
96.5,Month,Aug-96,K02000001,,cpi1dim1G10200,01.2 Non-alcoholic beverages
98.1,Month,Aug-96,K02000001,,cpi1dim1G20100,02.1 Alcoholic beverages
58.4,Month,Aug-96,K02000001,,cpi1dim1G20200,02.2 Tobacco
161,Month,Aug-96,K02000001,,cpi1dim1G30100,03.1 Clothing
135.7,Month,Aug-96,K02000001,,cpi1dim1G30200,03.2 Footwear including repairs
78.3,Month,Aug-96,K02000001,,cpi1dim1G40100,04.1 Actual rentals for housing
75.7,Month,Aug-96,K02000001,,cpi1dim1G40300,04.3 Regular maintenance and repair of the dwelling
75.4,Month,Aug-96,K02000001,,cpi1dim1G40400,04.4 Water supply and misc. services for the dwelling
85.1,Month,Aug-96,K02000001,,cpi1dim1G40500,"04.5 Electricity , gas and other fuels"
96.3,Month,Aug-96,K02000001,,cpi1dim1G50100,"05.1 Furniture, furnishings and carpets"
121.5,Month,Aug-96,K02000001,,cpi1dim1G50200,05.2 Household textiles
122.2,Month,Aug-96,K02000001,,cpi1dim1G50300,"05.3 Household appliances, fitting and repairs"
116.4,Month,Aug-96,K02000001,,cpi1dim1G50400,"05.4 Glassware, tableware and household utensils"
119.8,Month,Aug-96,K02000001,,cpi1dim1G50500,05.5 Tools and equipment for house and garden
84,Month,Aug-96,K02000001,,cpi1dim1G50600,05.6 Goods and services for routine maintenance
88.8,Month,Aug-96,K02000001,,cpi1dim1G60100,"06.1 Medical products, appliances and equipment"
115.1,Month,Aug-96,K02000001,,cpi1dim1G70100,07.1 Purchase of vehicles
64.5,Month,Aug-96,K02000001,,cpi1dim1G70200,07.2 Operation of personal transport equipment
70,Month,Aug-96,K02000001,,cpi1dim1G70300,07.3 Transport services
84.3,Month,Aug-96,K02000001,,cpi1dim1G80100,08.1 Postal services
126.5,Month,Aug-96,K02000001,,cpi1dim1G80200,08.2/3 Telephone and telefax equip
244.8,Month,Aug-96,K02000001,,cpi1dim1G90100,09.1 Audio-visual equipment and related products
115.2,Month,Aug-96,K02000001,,cpi1dim1G90300,"09.3 Other recreational items, gardens and pets"
75,Month,Aug-96,K02000001,,cpi1dim1G90400,09.4 Recreational and cultural services
81.2,Month,Aug-96,K02000001,,cpi1dim1G90500,"09.5 Books, newspapers and stationery"
65.9,Month,Aug-96,K02000001,,cpi1dim1G90600,09.6 Package holidays
60.5,Month,Aug-96,K02000001,,cpi1dim1G100000,10.0 Education
75.5,Month,Aug-96,K02000001,,cpi1dim1G110100,11.1 Catering services
67.4,Month,Aug-96,K02000001,,cpi1dim1G110200,11.2 Accommodation services
89.5,Month,Aug-96,K02000001,,cpi1dim1G120100,12.1 Personal care
104,Month,Aug-96,K02000001,,cpi1dim1G120300,12.3 Personal effects (nec)
60.5,Month,Aug-96,K02000001,,cpi1dim1G120500,12.5 Insurance
132.5,Month,Aug-96,K02000001,,cpi1dim1G120600,12.6 Financial services (nec)
57.2,Month,Aug-96,K02000001,,cpi1dim1G120700,12.7 Other services (nec)
95.1,Month,Aug-96,K02000001,,cpi1dim1S10101,01.1.1 Bread and cereals
98.4,Month,Aug-96,K02000001,,cpi1dim1S10102,01.1.2 Meat
78.7,Month,Aug-96,K02000001,,cpi1dim1S10103,01.1.3 Fish
93.2,Month,Aug-96,K02000001,,cpi1dim1S10104,"01.1.4 Milk, cheese and eggs"
101.8,Month,Aug-96,K02000001,,cpi1dim1S10105,01.1.5 Oils and fats
88.4,Month,Aug-96,K02000001,,cpi1dim1S10106,01.1.6 Fruit
94.8,Month,Aug-96,K02000001,,cpi1dim1S10107,01.1.7 Vegetables including potatoes and tubers
84.4,Month,Aug-96,K02000001,,cpi1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
